Attack category,Attack subcategory,Protocol,Port_Category,Duration_Cat,Emission
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Exploits,Clientside Microsoft,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,sm,Other,Short,sm_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,OSPF,nvp,Other,Short,nvp_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,mux,Other,Medium,mux_Other_Medium
Reconnaissance,ICMP,ospf,Other,Medium,ospf_Other_Medium
Reconnaissance,ICMP,ipv6-no,Other,Short,ipv6-no_Other_Short
Exploits,RTSP,unas,Other,Short,unas_Other_Short
DoS,TCP,kryptolan,Other,Short,kryptolan_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Exploits,Apache,tcp,Web,Medium,tcp_Web_Medium
Exploits,SMTP,ospf,Other,Medium,ospf_Other_Medium
Reconnaissance,ICMP,pipe,Other,Short,pipe_Other_Short
Shellcode,Windows,tcp,Registered,Short,tcp_Registered_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Reconnaissance,SCTP,ospf,Other,Short,ospf_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
DoS,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Web Application,ospf,Other,Long,ospf_Other_Long
Exploits,Browser,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
DoS,RDP,smp,Other,Short,smp_Other_Short
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Browser,tcp,Ephemeral,Short,tcp_Ephemeral_Short
Exploits,SIP,unas,Other,Short,unas_Other_Short
Generic,IXIA,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,wsn,Other,Short,wsn_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,SCADA,micp,Other,Short,micp_Other_Short
Exploits,RTSP,wsn,Other,Short,wsn_Other_Short
Exploits,TCP,pgm,Other,Short,pgm_Other_Short
Exploits,SCADA,sun-nd,Other,Short,sun-nd_Other_Short
Exploits,IDS,udp,DNS,Short,udp_DNS_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Generic,IXIA,unas,Other,Short,unas_Other_Short
Analysis,Port Scanners,rdp,Other,Short,rdp_Other_Short
Backdoor,Unknown,sctp,Other,Short,sctp_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,ipv6-opts,Other,Short,ipv6-opts_Other_Short
Exploits,Web Application,tcp,Database,Medium,tcp_Database_Medium
Exploits,ICMP,pup,Other,Short,pup_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,SMB,mobile,Other,Short,mobile_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
DoS,NetBIOS/SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
DoS,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,unas,Other,Short,unas_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Browser,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,visa,Other,Short,visa_Other_Short
Exploits,Miscellaneous,wb-expak,Other,Short,wb-expak_Other_Short
Exploits,Cisco IOS,tcp,Web,Medium,tcp_Web_Medium
Exploits,ICMP,fire,Other,Short,fire_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,pnni,Other,Short,pnni_Other_Short
DoS,Asterisk,ipv6-route,Other,Short,ipv6-route_Other_Short
DoS,Miscellaneous,emcon,Other,Short,emcon_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Generic,TFTP,udp,Other,Short,udp_Other_Short
DoS,TCP,fc,Other,Short,fc_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Fuzzers,OSPF,tcf,Other,Short,tcf_Other_Short
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
DoS,TCP,swipe,Other,Short,swipe_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,HTTP,sat-expak,Other,Short,sat-expak_Other_Short
Exploits,PHP,tcp,Web,Medium,tcp_Web_Medium
Exploits,SMB,br-sat-mon,Other,Short,br-sat-mon_Other_Short
Fuzzers,DCERPC,tcp,Other,Short,tcp_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Clientside,srp,Other,Short,srp_Other_Short
Generic,IXIA,tcp,Web,Short,tcp_Web_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,ICMP,encap,Other,Short,encap_Other_Short
Exploits,Browser,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Generic,SIP,udp,Registered,Short,udp_Registered_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,l2tp,Other,Short,l2tp_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Cisco IOS,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Backdoors,,idpr,Other,Short,idpr_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,mhrp,Other,Short,mhrp_Other_Short
Exploits,Miscellaneous,tcp,Database,Short,tcp_Database_Short
Exploits,Miscellaneous,vmtp,Other,Short,vmtp_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Fuzzers,OSPF,cpnx,Other,Short,cpnx_Other_Short
Generic,IXIA,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,SMB,udp,Other,Long,udp_Other_Long
Fuzzers,OSPF,rsvp,Other,Short,rsvp_Other_Short
Exploits,Apache,merit-inp,Other,Short,merit-inp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,RTSP,ggp,Other,Short,ggp_Other_Short
Generic,IXIA,rdp,Other,Short,rdp_Other_Short
Generic,IXIA,sat-expak,Other,Short,sat-expak_Other_Short
Exploits,Miscellaneous,dcn,Other,Short,dcn_Other_Short
DoS,Miscellaneous,nsfnet-igp,Other,Short,nsfnet-igp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,pim,Other,Short,pim_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,fc,Other,Short,fc_Other_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,xtp,Other,Short,xtp_Other_Short
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Backdoor,Unknown,visa,Other,Short,visa_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
DoS,RDP,unas,Other,Short,unas_Other_Short
DoS,IGMP,micp,Other,Short,micp_Other_Short
Exploits,Miscellaneous,swipe,Other,Short,swipe_Other_Short
Backdoor,Unknown,tcp,Registered,Medium,tcp_Registered_Medium
DoS,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
DoS,TCP,sun-nd,Other,Short,sun-nd_Other_Short
Exploits,Clientside,tp++,Other,Short,tp++_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,aes-sp3-d,Other,Short,aes-sp3-d_Other_Short
Generic,IXIA,aes-sp3-d,Other,Short,aes-sp3-d_Other_Short
Exploits,ICMP,bna,Other,Short,bna_Other_Short
Exploits,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,chaos,Other,Short,chaos_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,RPC,Short,udp_RPC_Short
Reconnaissance,ICMP,pnni,Other,Short,pnni_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Oracle,tcp,Registered,Medium,tcp_Registered_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,ipv6-frag,Other,Short,ipv6-frag_Other_Short
Exploits,Miscellaneous,pnni,Other,Short,pnni_Other_Short
Generic,IXIA,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,wb-mon,Other,Short,wb-mon_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,st2,Other,Medium,st2_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,SMB,pup,Other,Short,pup_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,TCP,stp,Other,Short,stp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Apache,rsvp,Other,Short,rsvp_Other_Short
Exploits,SIP,sctp,Other,Long,sctp_Other_Long
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,3pc,Other,Short,3pc_Other_Short
DoS,Miscellaneous,sprite-rpc,Other,Short,sprite-rpc_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Fuzzers,OSPF,mtp,Other,Short,mtp_Other_Short
Exploits,Office Document,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,ICMP,trunk-1,Other,Short,trunk-1_Other_Short
DoS,TCP,unas,Other,Short,unas_Other_Short
Fuzzers,DCERPC,tcp,Other,Short,tcp_Other_Short
Exploits,SCADA,sat-mon,Other,Short,sat-mon_Other_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,tcp,Web,Long,tcp_Web_Long
Exploits,SIP,mfe-nsp,Other,Short,mfe-nsp_Other_Short
DoS,Miscellaneous,sat-expak,Other,Short,sat-expak_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,trunk-1,Other,Short,trunk-1_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,OSPF,sep,Other,Short,sep_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
DoS,Asterisk,fc,Other,Short,fc_Other_Short
Exploits,Miscellaneous,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
DoS,ICMP,ip,Other,Short,ip_Other_Short
DoS,ICMP,wsn,Other,Short,wsn_Other_Short
Fuzzers,DCERPC,tcp,Other,Medium,tcp_Other_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
DoS,Asterisk,wsn,Other,Short,wsn_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,ICMP,idrp,Other,Short,idrp_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Backdoor,Unknown,sctp,Other,Short,sctp_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Short,tcp_RPC_Short
Exploits,Apache,pup,Other,Short,pup_Other_Short
Exploits,ICMP,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,pvp,Other,Short,pvp_Other_Short
Exploits,Miscellaneous,ip,Other,Short,ip_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Generic,IXIA,unas,Other,Short,unas_Other_Short
Exploits,Office Document,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,sun-nd,Other,Short,sun-nd_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,tcp,Registered,Short,tcp_Registered_Short
Exploits,SMTP,tcp,Mail,Short,tcp_Mail_Short
DoS,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,SMB,udp,Other,Long,udp_Other_Long
DoS,TCP,visa,Other,Short,visa_Other_Short
Generic,IXIA,tcp,Web,Medium,tcp_Web_Medium
Exploits,Browser,sctp,Other,Short,sctp_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,SMB,xtp,Other,Short,xtp_Other_Short
Fuzzers,OSPF,visa,Other,Short,visa_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,RTSP,zero,Other,Short,zero_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,fc,Other,Short,fc_Other_Short
DoS,ICMP,narp,Other,Short,narp_Other_Short
Exploits,Clientside,secure-vmtp,Other,Short,secure-vmtp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Web Application,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,xnet,Other,Short,xnet_Other_Short
Exploits,Miscellaneous,rdp,Other,Short,rdp_Other_Short
Exploits,Miscellaneous,sdrp,Other,Short,sdrp_Other_Short
Exploits,Browser FTP,tcp,Ephemeral,Short,tcp_Ephemeral_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
DoS,Microsoft Office,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,etherip,Other,Short,etherip_Other_Short
Exploits,SCADA,tcp,Other,Short,tcp_Other_Short
Exploits,Web Application,unas,Other,Short,unas_Other_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Exploits,ICMP,swipe,Other,Short,swipe_Other_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,RADIUS,pgm,Other,Short,pgm_Other_Short
Exploits,Miscellaneous,sctp,Other,Short,sctp_Other_Short
DoS,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,OSPF,xns-idp,Other,Short,xns-idp_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,tcp,Other,Long,tcp_Other_Long
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,OSPF,gre,Other,Short,gre_Other_Short
Exploits,Miscellaneous,leaf-2,Other,Short,leaf-2_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,BGP,tcp,Other,Long,tcp_Other_Long
DoS,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Apache,mobile,Other,Short,mobile_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,crudp,Other,Short,crudp_Other_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
DoS,IGMP,unas,Other,Short,unas_Other_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,ipv6,Other,Short,ipv6_Other_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,PPTP,tcp,Registered,Short,tcp_Registered_Short
DoS,ICMP,ttp,Other,Short,ttp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,SMB,any,Other,Short,any_Other_Short
Exploits,Miscellaneous,dgp,Other,Short,dgp_Other_Short
Exploits,Apache,unas,Other,Short,unas_Other_Short
Generic,IXIA,tcp,Mail,Medium,tcp_Mail_Medium
DoS,Miscellaneous,ipx-n-ip,Other,Short,ipx-n-ip_Other_Short
Exploits,Miscellaneous,iso-ip,Other,Short,iso-ip_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
DoS,TCP,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Reconnaissance,ICMP,trunk-1,Other,Short,trunk-1_Other_Short
Reconnaissance,DNS,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,micp,Other,Short,micp_Other_Short
Fuzzers,DCERPC,tcp,Other,Short,tcp_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
DoS,ICMP,ipv6-no,Other,Short,ipv6-no_Other_Short
DoS,IGMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,OSPF,cpnx,Other,Short,cpnx_Other_Short
Backdoor,Unknown,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,3pc,Other,Short,3pc_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,SMB,unas,Other,Short,unas_Other_Short
Fuzzers,HTTP,tcp,Web,Short,tcp_Web_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,zero,Other,Short,zero_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
DoS,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Generic,IXIA,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,udp,Other,Long,udp_Other_Long
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Apache,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,udp,RPC,Medium,udp_RPC_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,tcp,Mail,Short,tcp_Mail_Short
Fuzzers,OSPF,idrp,Other,Short,idrp_Other_Short
DoS,IIS Web Server,udp,Registered,Short,udp_Registered_Short
Exploits,SIP,cbt,Other,Medium,cbt_Other_Medium
Exploits,Miscellaneous,rsvp,Other,Short,rsvp_Other_Short
DoS,Miscellaneous,sctp,Other,Medium,sctp_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,PHP,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,mfe-nsp,Other,Short,mfe-nsp_Other_Short
Fuzzers,OSPF,argus,Other,Short,argus_Other_Short
Backdoor,Unknown,ospf,Other,Medium,ospf_Other_Medium
Exploits,Browser FTP,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Fuzzers,OSPF,sctp,Other,Short,sctp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Fuzzers,HTTP,udp,Registered,Short,udp_Registered_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Shellcode,Windows,tcp,Registered,Short,tcp_Registered_Short
Shellcode,Mac OS X,udp,Registered,Short,udp_Registered_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
DoS,ICMP,micp,Other,Short,micp_Other_Short
Exploits,Miscellaneous,ggp,Other,Short,ggp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,ddp,Other,Short,ddp_Other_Short
Exploits,Apache,ospf,Other,Long,ospf_Other_Long
Reconnaissance,ICMP,narp,Other,Short,narp_Other_Short
Fuzzers,OSPF,kryptolan,Other,Short,kryptolan_Other_Short
Exploits,Miscellaneous,cphb,Other,Short,cphb_Other_Short
Reconnaissance,SNMP,udp,SNMP,Short,udp_SNMP_Short
Exploits,Browser,tlsp,Other,Short,tlsp_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,udp,RPC,Short,udp_RPC_Short
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,OSPF,trunk-1,Other,Short,trunk-1_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,SMB,unas,Other,Short,unas_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,mfe-nsp,Other,Short,mfe-nsp_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Generic,SIP,udp,Registered,Short,udp_Registered_Short
DoS,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
DoS,HTTP,crtp,Other,Short,crtp_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,OSPF,ospf,Other,Medium,ospf_Other_Medium
Reconnaissance,ICMP,tlsp,Other,Short,tlsp_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,SIP,i-nlsp,Other,Short,i-nlsp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
DoS,TCP,mtp,Other,Short,mtp_Other_Short
